"Código do Produto","Código do Tipo","Código da Apresentação","Código do Sabor","Valor da Caixa"
"ZG.C04.0045-8","ZG","C04","0045-8",96.33
"ZG.C04.0046-7","ZG","C04","0046-7",62.27
"ZG.C04.0047-6","ZG","C04","0047-6",120.44
"ZG.C04.0048-5","ZG","C04","0048-5",108.33
"ZG.C04.0049-4","ZG","C04","0049-4",86.21
"ZG.C04.0050-3","ZG","C04","0050-3",90.58
"ZG.C04.0051-2","ZG","C04","0051-2",90.89
"ZG.C04.0052-1","ZG","C04","0052-1",104.30
"ZG.C04.0053-0","ZG","C04","0053-0",79.34
"ZG.C04.0054-8","ZG","C04","0054-8",118.26
"ZG.C04.0055-7","ZG","C04","0055-7",41.89
"ZG.C04.0056-6","ZG","C04","0056-6",107.01
"ZG.C04.0057-5","ZG","C04","0057-5",108.32
"ZG.C04.0058-4","ZG","C04","0058-4",123.26
"ZG.C04.0059-3","ZG","C04","0059-3",102.24
"ZG.C04.0060-2","ZG","C04","0060-2",110.79
"ZG.C04.0061-1","ZG","C04","0061-1",94.59
"ZG.C04.0062-0","ZG","C04","0062-0",90.73
"ZG.C04.0063-8","ZG","C04","0063-8",123.43
"ZG.C04.0064-7","ZG","C04","0064-7",73.14
"ZG.C04.0065-6","ZG","C04","0065-6",68.78
"ZG.C04.0066-5","ZG","C04","0066-5",44.44
"ZG.C04.0067-4","ZG","C04","0067-4",34.72
"ZG.C04.0068-3","ZG","C04","0068-3",37.87
"ZG.C04.0069-2","ZG","C04","0069-2",89.74
"ZG.C04.0070-1","ZG","C04","0070-1",37.46
"ZG.C04.0071-0","ZG","C04","0071-0",69.25
"ZG.C04.0072-8","ZG","C04","0072-8",70.64
"ZG.C04.0073-7","ZG","C04","0073-7",41.68
"ZG.C04.0074-6","ZG","C04","0074-6",37.97
"ZG.C04.0075-5","ZG","C04","0075-5",91.64
"ZG.C04.0076-4","ZG","C04","0076-4",63.60
"ZG.C04.0077-3","ZG","C04","0077-3",124.78
"ZG.C04.0078-2","ZG","C04","0078-2",70.22
"ZG.C04.0079-1","ZG","C04","0079-1",102.86
"ZG.C04.0080-0","ZG","C04","0080-0",93.38
"ZG.C04.0081-8","ZG","C04","0081-8",71.83
"ZG.C04.0082-7","ZG","C04","0082-7",80.81
"ZG.C04.0083-6","ZG","C04","0083-6",91.08
"ZG.C04.0084-5","ZG","C04","0084-5",60.38
"ZG.C04.0085-4","ZG","C04","0085-4",50.92
"ZG.C04.0086-3","ZG","C04","0086-3",47.30
"ZG.C04.0087-2","ZG","C04","0087-2",110.07
"ZG.C04.0088-1","ZG","C04","0088-1",83.92
"ZG.C04.0089-0","ZG","C04","0089-0",57.20
"ZG.C04.0090-8","ZG","C04","0090-8",104.49
"ZG.C04.0091-7","ZG","C04","0091-7",38.50
"ZG.C04.0092-6","ZG","C04","0092-6",77.84
"ZG.C04.0093-5","ZG","C04","0093-5",49.22
"ZG.C04.0094-4","ZG","C04","0094-4",37.62
"ZG.C04.0095-3","ZG","C04","0095-3",54.71
"ZG.C04.0096-2","ZG","C04","0096-2",118.20
"ZG.C04.0097-1","ZG","C04","0097-1",96.93
"ZG.C04.0098-0","ZG","C04","0098-0",114.28
"ZG.C04.0099-8","ZG","C04","0099-8",63.41
"ZG.C04.0100-7","ZG","C04","0100-7",95.98
"ZG.C04.0101-6","ZG","C04","0101-6",84.58
"ZG.C04.0102-5","ZG","C04","0102-5",36.33
"ZG.C04.0103-4","ZG","C04","0103-4",40.10
"ZG.C04.0104-3","ZG","C04","0104-3",116.08
"ZG.C04.0105-2","ZG","C04","0105-2",76.24
"ZG.C04.0106-1","ZG","C04","0106-1",124.37
"ZG.C04.0107-0","ZG","C04","0107-0",100.14
"ZG.C04.0108-8","ZG","C04","0108-8",50.01
"ZG.C04.0109-7","ZG","C04","0109-7",101.48
"ZG.C04.0110-6","ZG","C04","0110-6",106.19
"ZG.C04.0111-5","ZG","C04","0111-5",119.38
"ZG.C04.0112-4","ZG","C04","0112-4",112.62
"ZG.C04.0113-3","ZG","C04","0113-3",94.41
"ZG.C04.0114-2","ZG","C04","0114-2",52.77
"ZG.C04.0115-1","ZG","C04","0115-1",108.94
"ZG.C04.0116-0","ZG","C04","0116-0",74.61
"ZG.C04.0117-8","ZG","C04","0117-8",46.56
"ZG.C04.0118-7","ZG","C04","0118-7",110.72
"ZG.C04.0119-6","ZG","C04","0119-6",100.56
"ZG.C04.0120-5","ZG","C04","0120-5",109.31
"ZG.C04.0121-4","ZG","C04","0121-4",100.96
"ZG.C04.0122-3","ZG","C04","0122-3",99.54
"ZG.C04.0123-2","ZG","C04","0123-2",104.95
"ZG.C04.0124-1","ZG","C04","0124-1",109.33
"ZG.C04.0125-0","ZG","C04","0125-0",114.03
"ZG.C04.0126-8","ZG","C04","0126-8",43.79
"ZG.C04.0127-7","ZG","C04","0127-7",56.08
"ZG.C04.0128-6","ZG","C04","0128-6",43.36
"ZG.C04.0129-5","ZG","C04","0129-5",46.41
"ZG.C04.0130-4","ZG","C04","0130-4",87.89
"ZG.C04.0131-3","ZG","C04","0131-3",85.92
"ZG.C04.0132-2","ZG","C04","0132-2",104.37
"ZG.C04.0133-1","ZG","C04","0133-1",56.02
"ZG.C04.0134-0","ZG","C04","0134-0",86.40
"ZG.C04.0135-8","ZG","C04","0135-8",98.00
"ZG.C04.0136-7","ZG","C04","0136-7",126.91
"ZG.C04.0137-6","ZG","C04","0137-6",60.06
"ZG.C04.0138-5","ZG","C04","0138-5",51.82
"ZG.C04.0139-4","ZG","C04","0139-4",53.80
"ZG.C04.0140-3","ZG","C04","0140-3",47.12
"ZG.C04.0141-2","ZG","C04","0141-2",117.70
"ZG.C04.0142-1","ZG","C04","0142-1",128.00
"ZG.C04.0143-0","ZG","C04","0143-0",41.52
"ZG.C04.0144-8","ZG","C04","0144-8",117.33
"ZG.C04.0145-7","ZG","C04","0145-7",113.28
"ZG.C04.0146-6","ZG","C04","0146-6",68.39
"ZG.C04.0147-5","ZG","C04","0147-5",112.21
"ZG.C04.0148-4","ZG","C04","0148-4",75.91
"ZG.C04.0149-3","ZG","C04","0149-3",99.02
"ZG.C04.0150-2","ZG","C04","0150-2",35.55
"ZG.C04.0151-1","ZG","C04","0151-1",72.07
"ZG.C04.0152-0","ZG","C04","0152-0",86.16
"ZG.C04.0153-8","ZG","C04","0153-8",103.53
"ZG.C04.0154-7","ZG","C04","0154-7",123.84
"ZG.C04.0155-6","ZG","C04","0155-6",52.91
"ZG.C04.0156-5","ZG","C04","0156-5",55.62
"ZG.C04.0157-4","ZG","C04","0157-4",80.65
"ZG.C04.0158-3","ZG","C04","0158-3",53.44
"ZG.C04.0159-2","ZG","C04","0159-2",59.13
"ZG.C04.0160-1","ZG","C04","0160-1",46.42
"ZG.C04.0161-0","ZG","C04","0161-0",83.89
"ZG.C04.0162-8","ZG","C04","0162-8",124.51
"ZG.C04.0163-7","ZG","C04","0163-7",75.15
"ZG.C04.0164-6","ZG","C04","0164-6",125.84
"ZG.C04.0165-5","ZG","C04","0165-5",38.42
"ZG.C04.0166-4","ZG","C04","0166-4",78.39
"ZG.C04.0167-3","ZG","C04","0167-3",125.99
"ZG.C04.0168-2","ZG","C04","0168-2",64.84
"ZG.C04.0169-1","ZG","C04","0169-1",40.43
"ZG.C04.0170-0","ZG","C04","0170-0",113.69
"ZG.C04.0171-8","ZG","C04","0171-8",123.08
"ZG.C04.0172-7","ZG","C04","0172-7",127.99
"ZG.C04.0173-6","ZG","C04","0173-6",97.15
"ZG.C04.0174-5","ZG","C04","0174-5",77.68
"ZG.C04.0175-4","ZG","C04","0175-4",125.57
"ZG.C04.0176-3","ZG","C04","0176-3",37.90
"ZG.C04.0177-2","ZG","C04","0177-2",43.63
"ZG.C04.0178-1","ZG","C04","0178-1",36.54
"ZG.C04.0179-0","ZG","C04","0179-0",118.72
"ZG.C04.0180-8","ZG","C04","0180-8",49.73
"ZG.C04.0181-7","ZG","C04","0181-7",69.77
"ZG.C04.0182-6","ZG","C04","0182-6",109.69
"ZG.C04.0183-5","ZG","C04","0183-5",123.02
"ZG.C04.0184-4","ZG","C04","0184-4",103.70
"ZG.C04.0185-3","ZG","C04","0185-3",102.02
"ZG.C04.0186-2","ZG","C04","0186-2",48.74
"ZG.C04.0187-1","ZG","C04","0187-1",64.77
"ZG.C04.0188-0","ZG","C04","0188-0",68.04
"ZG.C04.0189-8","ZG","C04","0189-8",76.94
"ZG.C04.0190-7","ZG","C04","0190-7",97.54
"ZG.C04.0191-6","ZG","C04","0191-6",123.36
"ZG.C04.0192-5","ZG","C04","0192-5",61.44
"ZG.C04.0193-4","ZG","C04","0193-4",121.62
"ZG.C04.0194-3","ZG","C04","0194-3",112.90
"ZG.C04.0195-2","ZG","C04","0195-2",82.75
"ZG.C04.0196-1","ZG","C04","0196-1",73.65
"ZG.C04.0197-0","ZG","C04","0197-0",118.03
"ZG.C05.0001-7","ZG","C05","0001-7",124.94
"ZG.C05.0002-6","ZG","C05","0002-6",129.02
"ZG.C05.0003-5","ZG","C05","0003-5",44.46
"ZG.C05.0004-4","ZG","C05","0004-4",114.67
"ZG.C05.0005-3","ZG","C05","0005-3",68.74
"ZG.C05.0006-2","ZG","C05","0006-2",46.38
"ZG.C05.0007-1","ZG","C05","0007-1",99.77
"ZG.C05.0008-0","ZG","C05","0008-0",47.23
"ZG.C05.0009-8","ZG","C05","0009-8",47.92
"ZG.C05.0010-7","ZG","C05","0010-7",42.91
"ZG.C05.0011-6","ZG","C05","0011-6",42.29
"ZG.C05.0012-5","ZG","C05","0012-5",74.44
"ZG.C05.0013-4","ZG","C05","0013-4",63.08
"ZG.C05.0014-3","ZG","C05","0014-3",120.82
"ZG.C05.0015-2","ZG","C05","0015-2",87.32
"ZG.C05.0016-1","ZG","C05","0016-1",52.41
"ZG.C05.0017-0","ZG","C05","0017-0",117.47
"ZG.C05.0018-8","ZG","C05","0018-8",109.22
"ZG.C05.0019-7","ZG","C05","0019-7",49.43
"ZG.C05.0020-6","ZG","C05","0020-6",69.11
"ZG.C05.0021-5","ZG","C05","0021-5",71.46
"ZG.C05.0022-4","ZG","C05","0022-4",56.97
"ZG.C05.0023-3","ZG","C05","0023-3",69.47
"ZG.C05.0024-2","ZG","C05","0024-2",93.00
"ZG.C05.0025-1","ZG","C05","0025-1",66.16
"ZG.C05.0026-0","ZG","C05","0026-0",110.09
"ZG.C05.0027-8","ZG","C05","0027-8",82.80
"ZG.C05.0028-7","ZG","C05","0028-7",121.90
"ZG.C05.0029-6","ZG","C05","0029-6",44.86
"ZG.C05.0030-5","ZG","C05","0030-5",64.11
"ZG.C05.0031-4","ZG","C05","0031-4",78.69
"ZG.C05.0032-3","ZG","C05","0032-3",72.25
"ZG.C05.0033-2","ZG","C05","0033-2",70.48
"ZG.C05.0034-1","ZG","C05","0034-1",86.45
"ZG.C05.0035-0","ZG","C05","0035-0",82.41
"ZG.C05.0036-8","ZG","C05","0036-8",94.71
"ZG.C05.0037-7","ZG","C05","0037-7",119.59
"ZG.C05.0038-6","ZG","C05","0038-6",105.90
"ZG.C05.0039-5","ZG","C05","0039-5",105.76
"ZG.C05.0040-4","ZG","C05","0040-4",35.94
"ZG.C05.0041-3","ZG","C05","0041-3",63.75
"ZG.C05.0042-2","ZG","C05","0042-2",37.01
"ZG.C05.0043-1","ZG","C05","0043-1",59.01
"ZG.C05.0044-0","ZG","C05","0044-0",91.24
"ZG.C05.0045-8","ZG","C05","0045-8",97.30
"ZG.C05.0046-7","ZG","C05","0046-7",62.90
"ZG.C05.0047-6","ZG","C05","0047-6",121.66
"ZG.C05.0048-5","ZG","C05","0048-5",109.42
"ZG.C05.0049-4","ZG","C05","0049-4",87.08
"ZG.C05.0050-3","ZG","C05","0050-3",91.49
"ZG.C05.0051-2","ZG","C05","0051-2",91.81
"ZG.C05.0052-1","ZG","C05","0052-1",105.35
"ZG.C05.0053-0","ZG","C05","0053-0",80.14
"ZG.C05.0054-8","ZG","C05","0054-8",119.45
"ZG.C05.0055-7","ZG","C05","0055-7",42.31
"ZG.C05.0056-6","ZG","C05","0056-6",108.09
"ZG.C05.0057-5","ZG","C05","0057-5",109.41
"ZG.C05.0058-4","ZG","C05","0058-4",124.50
"ZG.C05.0059-3","ZG","C05","0059-3",103.27
"ZG.C05.0060-2","ZG","C05","0060-2",111.91
"ZG.C05.0061-1","ZG","C05","0061-1",95.55
"ZG.C05.0062-0","ZG","C05","0062-0",91.65
"ZG.C05.0063-8","ZG","C05","0063-8",124.68
"ZG.C05.0064-7","ZG","C05","0064-7",73.88
"ZG.C05.0065-6","ZG","C05","0065-6",69.47
"ZG.C05.0066-5","ZG","C05","0066-5",44.89
"ZG.C05.0067-4","ZG","C05","0067-4",35.07
"ZG.C05.0068-3","ZG","C05","0068-3",38.25
"ZG.C05.0069-2","ZG","C05","0069-2",90.65
"ZG.C05.0070-1","ZG","C05","0070-1",37.84
"ZG.C05.0071-0","ZG","C05","0071-0",69.95
"ZG.C05.0072-8","ZG","C05","0072-8",71.35
"ZG.C05.0073-7","ZG","C05","0073-7",42.10
"ZG.C05.0074-6","ZG","C05","0074-6",38.35
"ZG.C05.0075-5","ZG","C05","0075-5",92.57
"ZG.C05.0076-4","ZG","C05","0076-4",64.24
"ZG.C05.0077-3","ZG","C05","0077-3",126.04
"ZG.C05.0078-2","ZG","C05","0078-2",70.93
"ZG.C05.0079-1","ZG","C05","0079-1",103.90
"ZG.C05.0080-0","ZG","C05","0080-0",94.32
"ZG.C05.0081-8","ZG","C05","0081-8",72.56
"ZG.C05.0082-7","ZG","C05","0082-7",81.63
"ZG.C05.0083-6","ZG","C05","0083-6",92.00
"ZG.C05.0084-5","ZG","C05","0084-5",60.99
"ZG.C05.0085-4","ZG","C05","0085-4",51.43
"ZG.C05.0086-3","ZG","C05","0086-3",47.78
"ZG.C05.0087-2","ZG","C05","0087-2",111.18
"ZG.C05.0088-1","ZG","C05","0088-1",84.77
"ZG.C05.0089-0","ZG","C05","0089-0",57.78
"ZG.C05.0090-8","ZG","C05","0090-8",105.55
"ZG.C05.0091-7","ZG","C05","0091-7",38.89
"ZG.C05.0092-6","ZG","C05","0092-6",78.63
"ZG.C05.0093-5","ZG","C05","0093-5",49.72
"ZG.C05.0094-4","ZG","C05","0094-4",38.00
"ZG.C05.0095-3","ZG","C05","0095-3",55.26
"ZG.C05.0096-2","ZG","C05","0096-2",119.39
"ZG.C05.0097-1","ZG","C05","0097-1",97.91
"ZG.C05.0098-0","ZG","C05","0098-0",115.43
"ZG.C05.0099-8","ZG","C05","0099-8",64.05
"ZG.C05.0100-7","ZG","C05","0100-7",96.95
"ZG.C05.0101-6","ZG","C05","0101-6",85.43
"ZG.C05.0102-5","ZG","C05","0102-5",36.70
"ZG.C05.0103-4","ZG","C05","0103-4",40.50
"ZG.C05.0104-3","ZG","C05","0104-3",117.25
"ZG.C05.0105-2","ZG","C05","0105-2",77.01
"ZG.C05.0106-1","ZG","C05","0106-1",125.63
"ZG.C05.0107-0","ZG","C05","0107-0",101.15
"ZG.C05.0108-8","ZG","C05","0108-8",50.52
"ZG.C05.0109-7","ZG","C05","0109-7",102.50
"ZG.C05.0110-6","ZG","C05","0110-6",107.26
"ZG.C05.0111-5","ZG","C05","0111-5",120.59
"ZG.C05.0112-4","ZG","C05","0112-4",113.76
"ZG.C05.0113-3","ZG","C05","0113-3",95.36
"ZG.C05.0114-2","ZG","C05","0114-2",53.30
"ZG.C05.0115-1","ZG","C05","0115-1",110.04
"ZG.C05.0116-0","ZG","C05","0116-0",75.36
"ZG.C05.0117-8","ZG","C05","0117-8",47.03
"ZG.C05.0118-7","ZG","C05","0118-7",111.84
"ZG.C05.0119-6","ZG","C05","0119-6",101.58
"ZG.C05.0120-5","ZG","C05","0120-5",110.41
"ZG.C05.0121-4","ZG","C05","0121-4",101.98
"ZG.C05.0122-3","ZG","C05","0122-3",100.55
"ZG.C05.0123-2","ZG","C05","0123-2",106.01
"ZG.C05.0124-1","ZG","C05","0124-1",110.43
"ZG.C05.0125-0","ZG","C05","0125-0",115.18
"ZG.C05.0126-8","ZG","C05","0126-8",44.23
"ZG.C05.0127-7","ZG","C05","0127-7",56.65
"ZG.C05.0128-6","ZG","C05","0128-6",43.80
"ZG.C05.0129-5","ZG","C05","0129-5",46.88
"ZG.C05.0130-4","ZG","C05","0130-4",88.78
"ZG.C05.0131-3","ZG","C05","0131-3",86.79
"ZG.C05.0132-2","ZG","C05","0132-2",105.42
"ZG.C05.0133-1","ZG","C05","0133-1",56.59
"ZG.C05.0134-0","ZG","C05","0134-0",87.27
"ZG.C05.0135-8","ZG","C05","0135-8",98.99
"ZG.C05.0136-7","ZG","C05","0136-7",128.19
"ZG.C05.0137-6","ZG","C05","0137-6",60.67
"ZG.C05.0138-5","ZG","C05","0138-5",52.34
"ZG.C05.0139-4","ZG","C05","0139-4",54.34
"ZG.C05.0140-3","ZG","C05","0140-3",47.60
"ZG.C05.0141-2","ZG","C05","0141-2",118.89
"ZG.C05.0142-1","ZG","C05","0142-1",129.29
"ZG.C05.0143-0","ZG","C05","0143-0",41.94
"ZG.C05.0144-8","ZG","C05","0144-8",118.52
"ZG.C05.0145-7","ZG","C05","0145-7",114.42
"ZG.C05.0146-6","ZG","C05","0146-6",69.08
"ZG.C05.0147-5","ZG","C05","0147-5",113.34
"ZG.C05.0148-4","ZG","C05","0148-4",76.68
"ZG.C05.0149-3","ZG","C05","0149-3",100.02
"ZG.C05.0150-2","ZG","C05","0150-2",35.91
"ZG.C05.0151-1","ZG","C05","0151-1",72.80
"ZG.C05.0152-0","ZG","C05","0152-0",87.03
"ZG.C05.0153-8","ZG","C05","0153-8",104.58
"ZG.C05.0154-7","ZG","C05","0154-7",125.09
"ZG.C05.0155-6","ZG","C05","0155-6",53.44
"ZG.C05.0156-5","ZG","C05","0156-5",56.18
"ZG.C05.0157-4","ZG","C05","0157-4",81.46
"ZG.C05.0158-3","ZG","C05","0158-3",53.98
"ZG.C05.0159-2","ZG","C05","0159-2",59.73
"ZG.C05.0160-1","ZG","C05","0160-1",46.89
"ZG.C05.0161-0","ZG","C05","0161-0",84.74
"ZG.C05.0162-8","ZG","C05","0162-8",125.77
"ZG.C05.0163-7","ZG","C05","0163-7",75.91
"ZG.C05.0164-6","ZG","C05","0164-6",127.11
"ZG.C05.0165-5","ZG","C05","0165-5",38.81
"ZG.C05.0166-4","ZG","C05","0166-4",79.18
"ZG.C05.0167-3","ZG","C05","0167-3",127.26
"ZG.C05.0168-2","ZG","C05","0168-2",65.50
"ZG.C05.0169-1","ZG","C05","0169-1",40.84
"ZG.C05.0170-0","ZG","C05","0170-0",114.84
"ZG.C05.0171-8","ZG","C05","0171-8",124.32
"ZG.C05.0172-7","ZG","C05","0172-7",129.28
"ZG.C05.0173-6","ZG","C05","0173-6",98.13
"ZG.C05.0174-5","ZG","C05","0174-5",78.46
"ZG.C05.0175-4","ZG","C05","0175-4",126.84
"ZG.C05.0176-3","ZG","C05","0176-3",38.28
"ZG.C05.0177-2","ZG","C05","0177-2",44.07
"ZG.C05.0178-1","ZG","C05","0178-1",36.91
"ZG.C05.0179-0","ZG","C05","0179-0",119.92
"ZG.C05.0180-8","ZG","C05","0180-8",50.23
"ZG.C05.0181-7","ZG","C05","0181-7",70.47
"ZG.C05.0182-6","ZG","C05","0182-6",110.80
"ZG.C05.0183-5","ZG","C05","0183-5",124.26
"ZG.C05.0184-4","ZG","C05","0184-4",104.75
"ZG.C05.0185-3","ZG","C05","0185-3",103.05
"ZG.C05.0186-2","ZG","C05","0186-2",49.23
"ZG.C05.0187-1","ZG","C05","0187-1",65.42
"ZG.C05.0188-0","ZG","C05","0188-0",68.73
"ZG.C05.0189-8","ZG","C05","0189-8",77.72
"ZG.C05.0190-7","ZG","C05","0190-7",98.53
"ZG.C05.0191-6","ZG","C05","0191-6",124.61
"ZG.C05.0192-5","ZG","C05","0192-5",62.06
"ZG.C05.0193-4","ZG","C05","0193-4",122.85
"ZG.C05.0194-3","ZG","C05","0194-3",114.04
"ZG.C05.0195-2","ZG","C05","0195-2",83.59
"ZG.C05.0196-1","ZG","C05","0196-1",74.39
"ZG.C05.0197-0","ZG","C05","0197-0",119.22
"ZG.P01.0001-7","ZG","P01","0001-7",124.94
"ZG.P01.0002-6","ZG","P01","0002-6",129.02
"ZG.P01.0003-5","ZG","P01","0003-5",44.46
"ZG.P01.0004-4","ZG","P01","0004-4",114.67
"ZG.P01.0005-3","ZG","P01","0005-3",68.74
"ZG.P01.0006-2","ZG","P01","0006-2",46.38
"ZG.P01.0007-1","ZG","P01","0007-1",99.77
"ZG.P01.0008-0","ZG","P01","0008-0",47.23
"ZG.P01.0009-8","ZG","P01","0009-8",47.92
"ZG.P01.0010-7","ZG","P01","0010-7",42.91
"ZG.P01.0011-6","ZG","P01","0011-6",42.29
"ZG.P01.0012-5","ZG","P01","0012-5",74.44
"ZG.P01.0013-4","ZG","P01","0013-4",63.08
"ZG.P01.0014-3","ZG","P01","0014-3",120.82
"ZG.P01.0015-2","ZG","P01","0015-2",87.32
"ZG.P01.0016-1","ZG","P01","0016-1",52.41
"ZG.P01.0017-0","ZG","P01","0017-0",117.47
"ZG.P01.0018-8","ZG","P01","0018-8",109.22
"ZG.P01.0019-7","ZG","P01","0019-7",49.43
"ZG.P01.0020-6","ZG","P01","0020-6",69.11
"ZG.P01.0021-5","ZG","P01","0021-5",71.46
"ZG.P01.0022-4","ZG","P01","0022-4",56.97
"ZG.P01.0023-3","ZG","P01","0023-3",69.47
"ZG.P01.0024-2","ZG","P01","0024-2",93.00
"ZG.P01.0025-1","ZG","P01","0025-1",66.16
"ZG.P01.0026-0","ZG","P01","0026-0",110.09
"ZG.P01.0027-8","ZG","P01","0027-8",82.80
"ZG.P01.0028-7","ZG","P01","0028-7",121.90
"ZG.P01.0029-6","ZG","P01","0029-6",44.86
"ZG.P01.0030-5","ZG","P01","0030-5",64.11
"ZG.P01.0031-4","ZG","P01","0031-4",78.69
"ZG.P01.0032-3","ZG","P01","0032-3",72.25
"ZG.P01.0033-2","ZG","P01","0033-2",70.48
"ZG.P01.0034-1","ZG","P01","0034-1",86.45
"ZG.P01.0035-0","ZG","P01","0035-0",82.41
"ZG.P01.0036-8","ZG","P01","0036-8",94.71
"ZG.P01.0037-7","ZG","P01","0037-7",119.59
"ZG.P01.0038-6","ZG","P01","0038-6",105.90
"ZG.P01.0039-5","ZG","P01","0039-5",105.76
"ZG.P01.0040-4","ZG","P01","0040-4",35.94
"ZG.P01.0041-3","ZG","P01","0041-3",63.75
"ZG.P01.0042-2","ZG","P01","0042-2",37.01
"ZG.P01.0043-1","ZG","P01","0043-1",59.01
"ZG.P01.0044-0","ZG","P01","0044-0",91.24
"ZG.P01.0045-8","ZG","P01","0045-8",97.30
"ZG.P01.0046-7","ZG","P01","0046-7",62.90
"ZG.P01.0047-6","ZG","P01","0047-6",121.66
"ZG.P01.0048-5","ZG","P01","0048-5",109.42
"ZG.P01.0049-4","ZG","P01","0049-4",87.08
"ZG.P01.0050-3","ZG","P01","0050-3",91.49
"ZG.P01.0051-2","ZG","P01","0051-2",91.81
"ZG.P01.0052-1","ZG","P01","0052-1",105.35
"ZG.P01.0053-0","ZG","P01","0053-0",80.14
"ZG.P01.0054-8","ZG","P01","0054-8",119.45
"ZG.P01.0055-7","ZG","P01","0055-7",42.31
"ZG.P01.0056-6","ZG","P01","0056-6",108.09
"ZG.P01.0057-5","ZG","P01","0057-5",109.41
"ZG.P01.0058-4","ZG","P01","0058-4",124.50
"ZG.P01.0059-3","ZG","P01","0059-3",103.27
"ZG.P01.0060-2","ZG","P01","0060-2",111.91
"ZG.P01.0061-1","ZG","P01","0061-1",95.55
"ZG.P01.0062-0","ZG","P01","0062-0",91.65
"ZG.P01.0063-8","ZG","P01","0063-8",124.68
"ZG.P01.0064-7","ZG","P01","0064-7",73.88
"ZG.P01.0065-6","ZG","P01","0065-6",69.47
"ZG.P01.0066-5","ZG","P01","0066-5",44.89
"ZG.P01.0067-4","ZG","P01","0067-4",35.07
"ZG.P01.0068-3","ZG","P01","0068-3",38.25
"ZG.P01.0069-2","ZG","P01","0069-2",90.65
"ZG.P01.0070-1","ZG","P01","0070-1",37.84
"ZG.P01.0071-0","ZG","P01","0071-0",69.95
"ZG.P01.0072-8","ZG","P01","0072-8",71.35
"ZG.P01.0073-7","ZG","P01","0073-7",42.10
"ZG.P01.0074-6","ZG","P01","0074-6",38.35
"ZG.P01.0075-5","ZG","P01","0075-5",92.57
"ZG.P01.0076-4","ZG","P01","0076-4",64.24
"ZG.P01.0077-3","ZG","P01","0077-3",126.04
"ZG.P01.0078-2","ZG","P01","0078-2",70.93
"ZG.P01.0079-1","ZG","P01","0079-1",103.90
"ZG.P01.0080-0","ZG","P01","0080-0",94.32
"ZG.P01.0081-8","ZG","P01","0081-8",72.56
"ZG.P01.0082-7","ZG","P01","0082-7",81.63
"ZG.P01.0083-6","ZG","P01","0083-6",92.00
"ZG.P01.0084-5","ZG","P01","0084-5",60.99
"ZG.P01.0085-4","ZG","P01","0085-4",51.43
"ZG.P01.0086-3","ZG","P01","0086-3",47.78
"ZG.P01.0087-2","ZG","P01","0087-2",111.18
"ZG.P01.0088-1","ZG","P01","0088-1",84.77
"ZG.P01.0089-0","ZG","P01","0089-0",57.78
"ZG.P01.0090-8","ZG","P01","0090-8",105.55
"ZG.P01.0091-7","ZG","P01","0091-7",38.89
"ZG.P01.0092-6","ZG","P01","0092-6",78.63
"ZG.P01.0093-5","ZG","P01","0093-5",49.72
"ZG.P01.0094-4","ZG","P01","0094-4",38.00
"ZG.P01.0095-3","ZG","P01","0095-3",55.26
"ZG.P01.0096-2","ZG","P01","0096-2",119.39
"ZG.P01.0097-1","ZG","P01","0097-1",97.91
"ZG.P01.0098-0","ZG","P01","0098-0",115.43
"ZG.P01.0099-8","ZG","P01","0099-8",64.05
"ZG.P01.0100-7","ZG","P01","0100-7",96.95
"ZG.P01.0101-6","ZG","P01","0101-6",85.43
"ZG.P01.0102-5","ZG","P01","0102-5",36.70
"ZG.P01.0103-4","ZG","P01","0103-4",40.50
"ZG.P01.0104-3","ZG","P01","0104-3",117.25
"ZG.P01.0105-2","ZG","P01","0105-2",77.01
"ZG.P01.0106-1","ZG","P01","0106-1",125.63
"ZG.P01.0107-0","ZG","P01","0107-0",101.15
"ZG.P01.0108-8","ZG","P01","0108-8",50.52
"ZG.P01.0109-7","ZG","P01","0109-7",102.50
"ZG.P01.0110-6","ZG","P01","0110-6",107.26
"ZG.P01.0111-5","ZG","P01","0111-5",120.59
"ZG.P01.0112-4","ZG","P01","0112-4",113.76
"ZG.P01.0113-3","ZG","P01","0113-3",95.36
"ZG.P01.0114-2","ZG","P01","0114-2",53.30
"ZG.P01.0115-1","ZG","P01","0115-1",110.04
"ZG.P01.0116-0","ZG","P01","0116-0",75.36
"ZG.P01.0117-8","ZG","P01","0117-8",47.03
"ZG.P01.0118-7","ZG","P01","0118-7",111.84
"ZG.P01.0119-6","ZG","P01","0119-6",101.58
"ZG.P01.0120-5","ZG","P01","0120-5",110.41
"ZG.P01.0121-4","ZG","P01","0121-4",101.98
"ZG.P01.0122-3","ZG","P01","0122-3",100.55
"ZG.P01.0123-2","ZG","P01","0123-2",106.01
"ZG.P01.0124-1","ZG","P01","0124-1",110.43
"ZG.P01.0125-0","ZG","P01","0125-0",115.18
"ZG.P01.0126-8","ZG","P01","0126-8",44.23
"ZG.P01.0127-7","ZG","P01","0127-7",56.65
"ZG.P01.0128-6","ZG","P01","0128-6",43.80
"ZG.P01.0129-5","ZG","P01","0129-5",46.88
"ZG.P01.0130-4","ZG","P01","0130-4",88.78
"ZG.P01.0131-3","ZG","P01","0131-3",86.79
