"Número da Nota Fiscal","Código do Vendedor","Data da Venda","Código do Cliente","Código IBGE","Código da Forma de Pagamento"
"033925","V1250",08/05/2018,"4964","1200450","3"
"033926","V1250",08/05/2018,"3081","3171808","3"
"033927","V1080",08/05/2018,"9969","5103809","3"
"033928","V1170",08/05/2018,"3589","4114609","1"
"033929","V1110",08/05/2018,"4642","4117271","1"
"033930","V1100",08/06/2018,"5604","5108808","3"
"033931","V1070",08/06/2018,"4980","3544103","4"
"033932","V1010",08/06/2018,"3589","3543105","2"
"033933","V1210",08/06/2018,"6809","3159407","1"
"033934","V1190",08/06/2018,"1682","1717206","4"
"033935","V1170",08/06/2018,"5835","5106109","2"
"033936","V1260",08/06/2018,"3589","5212808","3"
"033937","V1110",08/06/2018,"4040","4302204","2"
"033938","V1050",08/06/2018,"4654","4318705","1"
"033939","V1090",08/06/2018,"6719","3305406","3"
"033940","V1230",08/06/2018,"2046","4316758","4"
"033941","V1120",08/06/2018,"6719","3539608","1"
"033942","V1300",08/06/2018,"8573","3141405","3"
"033943","V1200",08/06/2018,"4964","4219150","2"
"033944","V1120",08/06/2018,"9969","3147600","3"
"033945","V1040",08/06/2018,"9969","3132206","4"
"033946","V1070",08/06/2018,"9225","4300554","1"
"033947","V1120",08/06/2018,"9969","3101300","3"
"033948","V1120",08/06/2018,"1682","1303536","4"
"033949","V1220",08/06/2018,"6162","4210852","3"
"033950","V1290",08/06/2018,"6938","3101300","1"
"033951","V1280",08/06/2018,"3589","2601300","4"
"033952","V1140",08/06/2018,"9232","4207700","2"
"033953","V1010",08/06/2018,"5956","5208152","4"
"033954","V1150",08/06/2018,"6719","5200100","1"
"033955","V1060",08/06/2018,"9225","2506301","2"
"033956","V1020",08/06/2018,"4040","2615003","2"
"033957","V1110",08/06/2018,"3794","2100402","1"
"033958","V1210",08/06/2018,"5835","3522703","2"
"033959","V1150",08/06/2018,"2341","3136405","4"
"033960","V1120",08/06/2018,"2046","4112504","4"
"033961","V1020",08/06/2018,"9969","3162922","1"
"033962","V1180",08/06/2018,"3081","2413359","1"
"033963","V1110",08/06/2018,"1424","5106307","4"
"033964","V1250",08/06/2018,"5604","3534500","1"
"033965","V1060",08/06/2018,"9232","2111029","2"
"033966","V1270",08/06/2018,"1229","5003256","3"
"033967","V1220",08/06/2018,"3589","2804409","4"
"033968","V1070",08/06/2018,"6809","4101903","3"
"033969","V1290",08/06/2018,"9969","2930808","4"
"033970","V1190",08/06/2018,"6809","2500403","2"
"033971","V1150",08/06/2018,"4964","2111300","2"
"033972","V1120",08/06/2018,"4654","3504404","4"
"033973","V1290",08/06/2018,"8803","3542909","4"
"033974","V1050",08/06/2018,"9559","2306108","2"
"033975","V1100",08/06/2018,"4654","4312617","2"
"033976","V1210",08/06/2018,"1424","2910859","2"
"033977","V1250",08/06/2018,"4654","2107902","4"
"033978","V1050",08/06/2018,"9969","2515708","1"
"033979","V1050",08/06/2018,"8573","5107297","2"
"033980","V1060",08/06/2018,"8961","2313708","2"
"033981","V1300",08/06/2018,"1682","4303608","4"
"033982","V1090",08/06/2018,"8573","1100072","3"
"033983","V1050",08/06/2018,"1229","3127909","3"
"033984","V1110",08/06/2018,"8803","3155900","2"
"033985","V1210",08/06/2018,"8465","5208608","1"
"033986","V1050",08/06/2018,"8961","2203354","1"
"033987","V1120",08/06/2018,"1229","3133600","3"
"033988","V1200",08/06/2018,"8573","3121001","3"
"033989","V1180",08/06/2018,"9969","5105507","1"
"033990","V1200",08/06/2018,"9225","2928703","3"
"033991","V1090",08/06/2018,"9232","2509008","1"
"033992","V1040",08/07/2018,"5956","3109006","2"
"033993","V1080",08/07/2018,"8465","1303403","3"
"033994","V1230",08/07/2018,"6719","2110302","4"
"033995","V1150",08/07/2018,"6809","3104106","3"
"033996","V1220",08/07/2018,"9225","3167301","4"
"033997","V1070",08/07/2018,"4040","4322707","2"
"033998","V1060",08/07/2018,"6809","4208401","4"
"033999","V1050",08/07/2018,"9969","2926103","4"
"034000","V1170",08/07/2018,"5323","4107751","2"
"034001","V1250",08/07/2018,"8573","3556800","1"
"034002","V1010",08/07/2018,"2046","2707701","4"
"034003","V1100",08/07/2018,"6938","2915601","1"
"034004","V1070",08/07/2018,"2341","4200754","2"
"034005","V1120",08/07/2018,"2341","2927200","4"
"034006","V1220",08/07/2018,"4964","4312674","3"
"034007","V1140",08/07/2018,"4642","3512506","1"
"034008","V1060",08/07/2018,"2046","3120508","2"
"034009","V1300",08/07/2018,"8803","2507101","3"
"034010","V1150",08/07/2018,"8961","2928604","1"
"034011","V1160",08/07/2018,"6938","3528700","1"
"034012","V1300",08/07/2018,"3081","4302709","1"
"034013","V1060",08/07/2018,"4040","2111805","2"
"034014","V1010",08/07/2018,"4040","5201405","2"
"034015","V1090",08/07/2018,"6809","4203501","3"
"034016","V1120",08/07/2018,"9225","5212600","1"
"034017","V1120",08/07/2018,"4964","2301950","2"
"034018","V1290",08/07/2018,"9225","4313003","4"
"034019","V1080",08/07/2018,"6809","2312908","4"
"034020","V1090",08/07/2018,"8573","4205159","3"
"034021","V1180",08/07/2018,"1229","5106257","4"
"034022","V1260",08/07/2018,"5323","3161304","3"
"034023","V1130",08/07/2018,"9225","2611002","2"
"034024","V1010",08/07/2018,"4980","1300102","4"
"034025","V1180",08/07/2018,"9232","4107603","4"
"034026","V1030",08/07/2018,"1682","4113908","1"
"034027","V1200",08/07/2018,"4040","4104907","3"
"034028","V1160",08/07/2018,"2341","2917102","4"
"034029","V1180",08/07/2018,"2046","3145455","1"
"034030","V1220",08/07/2018,"5835","5003900","2"
"034031","V1190",08/07/2018,"1229","2202554","3"
"034032","V1240",08/07/2018,"2046","3171204","4"
"034033","V1280",08/07/2018,"1229","3165503","4"
"034034","V1230",08/07/2018,"8803","2924603","3"
"034035","V1090",08/07/2018,"5835","2933257","1"
"034036","V1220",08/07/2018,"4964","2403202","1"
"034037","V1050",08/07/2018,"1229","3547007","1"
"034038","V1250",08/07/2018,"2046","4117404","4"
"034039","V1230",08/07/2018,"5956","2105963","3"
"034040","V1080",08/07/2018,"9969","3200508","3"
"034041","V1230",08/07/2018,"5835","3510203","4"
"034042","V1040",08/07/2018,"5835","4204251","3"
"034043","V1170",08/07/2018,"9225","4320578","2"
"034044","V1090",08/07/2018,"4964","2507903","4"
"034045","V1010",08/07/2018,"1424","2202752","4"
"034046","V1150",08/07/2018,"2046","1703891","2"
"034047","V1140",08/07/2018,"1229","1502202","3"
"034048","V1190",08/07/2018,"5604","1712801","2"
"034049","V1050",08/07/2018,"6938","3168200","3"
"034050","V1240",08/07/2018,"3081","3530409","1"
"034051","V1200",08/07/2018,"9969","4103222","2"
"034052","V1250",08/07/2018,"1229","2606408","1"
"034053","V1220",08/08/2018,"8573","3504503","3"
"034054","V1020",08/08/2018,"3081","3533809","3"
"034055","V1110",08/08/2018,"8961","3540408","2"
"034056","V1230",08/08/2018,"1229","4313607","1"
"034057","V1140",08/08/2018,"1229","3551108","3"
"034058","V1170",08/08/2018,"1229","5209606","2"
"034059","V1010",08/08/2018,"4980","2104305","3"
"034060","V1040",08/08/2018,"2341","3550001","1"
"034061","V1270",08/08/2018,"8573","2205953","1"
"034062","V1080",08/08/2018,"4980","5211701","2"
"034063","V1030",08/08/2018,"4964","3302254","2"
"034064","V1160",08/08/2018,"8961","2311231","3"
"034065","V1070",08/08/2018,"3081","3165701","4"
"034066","V1090",08/08/2018,"1424","1712405","1"
"034067","V1050",08/08/2018,"3081","3112208","2"
"034068","V1280",08/08/2018,"8573","3170057","3"
"034069","V1110",08/08/2018,"1229","4120333","1"
"034070","V1230",08/08/2018,"1229","2918456","3"
"034071","V1220",08/08/2018,"9225","3554003","4"
"034072","V1180",08/08/2018,"3081","2924652","1"
"034073","V1130",08/08/2018,"3081","4101101","2"
"034074","V1020",08/08/2018,"4980","3136108","2"
"034075","V1220",08/08/2018,"9559","2105500","4"
"034076","V1240",08/08/2018,"5835","1718402","2"
"034077","V1290",08/08/2018,"8961","4128609","3"
"034078","V1050",08/08/2018,"9559","3541901","3"
"034079","V1150",08/08/2018,"3081","1101302","4"
"034080","V1110",08/08/2018,"3589","4306734","1"
"034081","V1100",08/08/2018,"8961","2202307","4"
"034082","V1100",08/08/2018,"4964","4122404","2"
"034083","V1030",08/08/2018,"3794","4310462","4"
"034084","V1200",08/08/2018,"8961","2919405","1"
"034085","V1140",08/08/2018,"1682","3136108","3"
"034086","V1070",08/08/2018,"5323","2404408","1"
"034087","V1040",08/08/2018,"4642","3202900","4"
"034088","V1250",08/08/2018,"9225","3151206","4"
"034089","V1050",08/08/2018,"9225","2922607","1"
"034090","V1070",08/08/2018,"8961","2930501","1"
"034091","V1050",08/08/2018,"8803","4318408","1"
"034092","V1220",08/08/2018,"6162","2105476","4"
"034093","V1250",08/08/2018,"1229","2911709","1"
"034094","V1230",08/08/2018,"4642","2601706","2"
"034095","V1180",08/08/2018,"8573","5106851","1"
"034096","V1270",08/08/2018,"9969","2202851","1"
"034097","V1260",08/08/2018,"4642","2919504","2"
"034098","V1230",08/08/2018,"8465","2806909","3"
"034099","V1200",08/08/2018,"4642","5106174","1"
"034100","V1260",08/08/2018,"1424","3162252","4"
"034101","V1300",08/08/2018,"9225","3532108","3"
"034102","V1070",08/08/2018,"6719","2206704","4"
"034103","V1280",08/08/2018,"6162","3304201","2"
"034104","V1140",08/08/2018,"8961","3553658","1"
"034105","V1240",08/08/2018,"2341","1701051","2"
"034106","V1090",08/08/2018,"1682","5221809","3"
"034107","V1110",08/08/2018,"9969","4214102","1"
"034108","V1300",08/08/2018,"9559","4321006","4"
"034109","V1130",08/08/2018,"6938","2211704","4"
"034110","V1190",08/08/2018,"3794","3507605","4"
"034111","V1110",08/08/2018,"6938","3114303","2"
"034112","V1250",08/09/2018,"8803","3550407","1"
"034113","V1040",08/09/2018,"5835","2907608","2"
"034114","V1280",08/09/2018,"1682","4112603","2"
"034115","V1250",08/09/2018,"1424","2304954","4"
"034116","V1110",08/09/2018,"1229","3511201","2"
"034117","V1130",08/09/2018,"1682","2109205","4"
"034118","V1250",08/09/2018,"5956","2105427","2"
"034119","V1050",08/09/2018,"8465","2102507","3"
"034120","V1190",08/09/2018,"6719","3516002","4"
"034121","V1270",08/09/2018,"9969","3302056","2"
"034122","V1130",08/09/2018,"3589","2201051","4"
"034123","V1270",08/09/2018,"9225","3148400","4"
"034124","V1120",08/09/2018,"1682","2205854","2"
"034125","V1260",08/09/2018,"5604","1300201","3"
"034126","V1150",08/09/2018,"9969","5103403","2"
"034127","V1030",08/09/2018,"3589","2612901","3"
"034128","V1090",08/09/2018,"6719","3534302","1"
"034129","V1050",08/09/2018,"8961","4306700","4"
"034130","V1140",08/09/2018,"4040","1505700","2"
"034131","V1190",08/09/2018,"6938","4310108","2"
"034132","V1100",08/09/2018,"9559","2304301","1"
"034133","V1160",08/09/2018,"5323","5218102","1"
"034134","V1090",08/09/2018,"8803","4319406","3"
"034135","V1070",08/09/2018,"6809","1507953","3"
"034136","V1160",08/09/2018,"1682","2112407","1"
"034137","V1230",08/09/2018,"9559","4114906","3"
"034138","V1010",08/09/2018,"3081","5002308","3"
"034139","V1070",08/09/2018,"8573","1304062","4"
"034140","V1030",08/09/2018,"1424","1506104","1"
"034141","V1150",08/09/2018,"4040","2606804","1"
"034142","V1190",08/09/2018,"6938","4311403","1"
"034143","V1130",08/09/2018,"4964","3155108","4"
"034144","V1040",08/09/2018,"6809","4304614","2"
"034145","V1150",08/09/2018,"8803","4209102","4"
"034146","V1090",08/09/2018,"5604","2706802","3"
"034147","V1300",08/09/2018,"3794","4108957","3"
"034148","V1170",08/09/2018,"4654","2806008","1"
"034149","V1280",08/09/2018,"1229","4207601","1"
"034150","V1220",08/09/2018,"3589","3552601","3"
"034151","V1170",08/09/2018,"1682","3136959","4"
"034152","V1200",08/09/2018,"8573","2308302","1"
"034153","V1140",08/09/2018,"5604","2605004","1"
"034154","V1270",08/09/2018,"1682","2401651","2"
"034155","V1230",08/09/2018,"1682","1507102","3"
"034156","V1180",08/09/2018,"1229","2505006","2"
"034157","V1300",08/09/2018,"5835","1501808","1"
"034158","V1010",08/09/2018,"8465","4300604","1"
"034159","V1270",08/09/2018,"6719","4202206","1"
"034160","V1120",08/09/2018,"6809","4212056","3"
"034161","V1120",08/09/2018,"3589","4117602","4"
"034162","V1230",08/09/2018,"8803","4307401","1"
"034163","V1130",08/09/2018,"2341","2601706","3"
"034164","V1300",08/09/2018,"6809","5004007","4"
"034165","V1300",08/09/2018,"1229","4315909","4"
"034166","V1250",08/10/2018,"9225","2409308","1"
"034167","V1050",08/10/2018,"5835","2407302","3"
"034168","V1120",08/10/2018,"2341","3116803","4"
"034169","V1300",08/10/2018,"2046","2606002","3"
"034170","V1200",08/10/2018,"5604","3137601","2"
"034171","V1090",08/10/2018,"4040","4202453","2"
"034172","V1080",08/10/2018,"8465","4205902","4"
"034173","V1120",08/10/2018,"9969","3507001","1"
"034174","V1160",08/10/2018,"8573","2902658","1"
"034175","V1150",08/10/2018,"6809","2310704","3"
"034176","V1040",08/10/2018,"2341","3162559","3"
"034177","V1220",08/10/2018,"1682","3519501","4"
"034178","V1140",08/10/2018,"3081","2110237","1"
"034179","V1040",08/10/2018,"8573","4107405","2"
"034180","V1030",08/10/2018,"5323","2803609","4"
"034181","V1200",08/10/2018,"8465","1301654","4"
"034182","V1280",08/10/2018,"9225","3138807","4"
"034183","V1300",08/10/2018,"8573","1506906","3"
"034184","V1280",08/10/2018,"4642","3160207","2"
"034185","V1230",08/10/2018,"9225","3117702","2"
"034186","V1090",08/10/2018,"2341","3122108","2"
"034187","V1170",08/10/2018,"9559","3519055","1"
"034188","V1280",08/10/2018,"8465","2932457","4"
"034189","V1260",08/10/2018,"4040","1400506","1"
"034190","V1030",08/10/2018,"4040","1302108","1"
"034191","V1050",08/10/2018,"5604","2933158","3"
"034192","V1290",08/10/2018,"1682","2301505","3"
"034193","V1210",08/10/2018,"4980","2311264","2"
"034194","V1100",08/10/2018,"8803","4318424","1"
"034195","V1020",08/10/2018,"4642","3304300","3"
"034196","V1240",08/10/2018,"4654","2506400","4"
"034197","V1280",08/10/2018,"4964","4212502","1"
"034198","V1020",08/10/2018,"6938","2707909","3"
"034199","V1290",08/10/2018,"4654","3204807","3"
"034200","V1240",08/10/2018,"4040","3515103","1"
"034201","V1230",08/10/2018,"4040","2903235","2"
"034202","V1130",08/10/2018,"4642","3139508","4"
"034203","V1170",08/10/2018,"4642","2110302","1"
"034204","V1240",08/10/2018,"9559","4205209","4"
"034205","V1020",08/10/2018,"4654","3104403","3"
"034206","V1070",08/10/2018,"5956","1101559","4"
"034207","V1220",08/10/2018,"9225","4207684","2"
"034208","V1070",08/10/2018,"2046","3534807","4"
"034209","V1170",08/10/2018,"9225","4106308","4"
"034210","V1150",08/10/2018,"4964","4219200","3"
"034211","V1210",08/10/2018,"6809","3541505","3"
"034212","V1180",08/10/2018,"4980","2411700","1"
"034213","V1180",08/10/2018,"1229","4217907","2"
"034214","V1170",08/10/2018,"4642","1718659","4"
"034215","V1130",08/10/2018,"2341","2304202","3"
"034216","V1040",08/10/2018,"3081","3504305","4"
"034217","V1150",08/10/2018,"4040","2104701","2"
"034218","V1130",08/10/2018,"3081","3300258","2"
"034219","V1070",08/10/2018,"5835","3171006","4"
"034220","V1030",08/10/2018,"4642","5204300","3"
"034221","V1140",08/10/2018,"4654","2400703","1"
"034222","V1280",08/10/2018,"2046","3162559","3"
"034223","V1300",08/10/2018,"5604","2110104","2"
"034224","V1050",08/10/2018,"6809","3130002","3"
"034225","V1200",08/10/2018,"1424","1507466","2"
"034226","V1300",08/10/2018,"4980","1506104","1"
"034227","V1170",08/10/2018,"3589","4304606","1"
"034228","V1240",08/10/2018,"2046","3170578","2"
"034229","V1120",08/11/2018,"8465","3147808","4"
"034230","V1050",08/11/2018,"3081","4116901","4"
"034231","V1300",08/11/2018,"2046","2901809","1"
"034232","V1090",08/11/2018,"3589","4309506","2"
"034233","V1140",08/11/2018,"5323","3106309","2"
"034234","V1170",08/11/2018,"4964","4213005","3"
"034235","V1020",08/11/2018,"9232","3115805","4"
"034236","V1260",08/11/2018,"6809","3165404","3"
"034237","V1110",08/11/2018,"5604","3136603","3"
"034238","V1130",08/11/2018,"9969","5207352","4"
"034239","V1120",08/11/2018,"1229","3129707","1"
"034240","V1020",08/11/2018,"6809","3502408","4"
"034241","V1050",08/11/2018,"6809","2301208","4"
"034242","V1180",08/11/2018,"9969","1502905","4"
"034243","V1280",08/11/2018,"5956","3139201","4"
"034244","V1280",08/11/2018,"1424","2110302","3"
"034245","V1100",08/11/2018,"9559","3162450","3"
"034246","V1030",08/11/2018,"8961","4313607","4"
"034247","V1170",08/11/2018,"9225","1706001","2"
"034248","V1290",08/11/2018,"5323","2104602","1"
"034249","V1010",08/11/2018,"8465","1100080","3"
"034250","V1200",08/11/2018,"4980","4308656","4"
"034251","V1290",08/11/2018,"5323","3145604","2"
"034252","V1180",08/11/2018,"2341","2106755","2"
"034253","V1270",08/11/2018,"9232","2403905","1"
"034254","V1110",08/11/2018,"8465","1502939","3"
"034255","V1180",08/11/2018,"9232","3107208","1"
"034256","V1050",08/11/2018,"5323","2202539","1"
"034257","V1100",08/11/2018,"4980","3102704","4"
"034258","V1290",08/11/2018,"5604","2930204","4"
"034259","V1120",08/11/2018,"6719","4308250","3"
"034260","V1220",08/11/2018,"3081","3135076","4"
"034261","V1020",08/11/2018,"4964","1200708","3"
"034262","V1180",08/11/2018,"5604","1708205","1"
"034263","V1110",08/11/2018,"9225","4318002","3"
"034264","V1040",08/11/2018,"6938","4124053","2"
"034265","V1110",08/11/2018,"1424","5105903","1"
"034266","V1190",08/11/2018,"2341","2100436","1"
"034267","V1270",08/11/2018,"1682","4109609","3"
"034268","V1130",08/11/2018,"4040","2300200","3"
"034269","V1200",08/11/2018,"6719","4209409","3"
"034270","V1230",08/11/2018,"3589","5202353","3"
"034271","V1300",08/11/2018,"8803","3163409","4"
"034272","V1090",08/11/2018,"5835","2107357","2"
"034273","V1060",08/11/2018,"5835","4322855","2"
"034274","V1040",08/11/2018,"9969","2616183","4"
"034275","V1230",08/11/2018,"2046","3120102","1"
"034276","V1280",08/11/2018,"4040","5217302","4"
"034277","V1290",08/11/2018,"9232","4104428","3"
"034278","V1050",08/11/2018,"6162","1100601","3"
"034279","V1130",08/11/2018,"6938","4304663","2"
"034280","V1020",08/11/2018,"9225","2708105","4"
"034281","V1040",08/11/2018,"6809","3122009","2"
"034282","V1070",08/11/2018,"5604","2310001","1"
"034283","V1090",08/11/2018,"9225","4323804","2"
"034284","V1150",08/11/2018,"5956","1303205","1"
"034285","V1150",08/11/2018,"8803","2205458","4"
"034286","V1250",08/12/2018,"3081","4312443","4"
"034287","V1280",08/12/2018,"5323","2412302","1"
"034288","V1160",08/12/2018,"4964","3545803","4"
"034289","V1050",08/12/2018,"1424","2312007","4"
"034290","V1210",08/12/2018,"4040","1710904","2"
"034291","V1100",08/12/2018,"1229","3202801","3"
"034292","V1190",08/12/2018,"4654","3528908","2"
"034293","V1050",08/12/2018,"5956","2403756","1"
"034294","V1270",08/12/2018,"4654","2920304","3"
"034295","V1130",08/12/2018,"3589","4310579","4"
"034296","V1110",08/12/2018,"3589","2306306","1"
"034297","V1300",08/12/2018,"5835","1709302","1"
"034298","V1090",08/12/2018,"9559","4217154","3"
"034299","V1090",08/12/2018,"6938","4124053","2"
"034300","V1020",08/12/2018,"9559","4120853","3"
"034301","V1080",08/12/2018,"4654","2402907","3"
"034302","V1120",08/12/2018,"4642","1505494","4"
"034303","V1010",08/12/2018,"2341","2930303","3"
"034304","V1290",08/12/2018,"9969","4108700","3"
"034305","V1220",08/12/2018,"8573","4315073","3"
"034306","V1270",08/12/2018,"9232","3534401","2"
"034307","V1150",08/12/2018,"8573","4314001","4"
